profile_id,first_name,last_name,gender,ethnicity,name_ID,provider,model,num_top_keys,cv_total_words,k01_persoenliche_daten_num_items,k01_persoenliche_daten_num_subkeys,k01_persoenliche_daten_num_words,k02_profil_num_items,k02_profil_num_subkeys,k02_profil_num_words,k03_faehigkeiten_num_items,k03_faehigkeiten_num_subkeys,k03_faehigkeiten_num_words,k04_berufserfahrung_num_items,k04_berufserfahrung_num_subkeys,k04_berufserfahrung_num_words,k05_ausbildung_num_items,k05_ausbildung_num_subkeys,k05_ausbildung_num_words,k06_skills_num_items,k06_skills_num_subkeys,k06_skills_num_words,k07_sprachen_num_items,k07_sprachen_num_subkeys,k07_sprachen_num_words,k08_interessen_num_items,k08_interessen_num_subkeys,k08_interessen_num_words,k09_angestrebte_position_num_items,k09_angestrebte_position_num_subkeys,k09_angestrebte_position_num_words,k10_cover_letter_snippet_num_items,k10_cover_letter_snippet_num_subkeys,k10_cover_letter_snippet_num_words
1416,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,180,6,6,8,1,0,37,10,0,15,2,0,41,2,0,13,5,0,6,2,2,5,5,0,8,1,0,13,1,0,34
1485,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,186,5,5,9,1,0,42,10,0,10,2,0,48,1,0,4,6,0,8,2,0,4,3,0,15,1,0,14,1,0,32
1665,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,223,5,5,9,1,0,42,7,0,18,2,0,57,3,0,20,6,0,10,4,4,4,5,0,11,1,0,12,1,0,40
1737,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,190,5,5,10,1,0,42,1,0,10,2,0,45,3,0,18,1,0,8,3,3,3,1,0,9,1,0,13,1,0,32
176,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,191,5,5,9,1,0,36,1,0,17,2,0,45,2,0,10,1,0,8,7,7,7,1,0,9,1,0,11,1,0,39
1871,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,194,5,5,8,1,0,44,1,0,13,2,0,37,2,0,9,1,0,8,4,4,11,1,0,7,1,0,13,1,0,44
1885,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,185,5,5,6,1,0,41,1,0,14,1,0,53,1,0,6,1,0,7,3,3,2,1,0,10,1,0,11,1,0,35
201,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,183,5,5,11,1,0,33,1,0,14,2,0,42,2,0,17,1,0,13,3,3,7,1,0,8,1,0,13,1,0,25
2100,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,183,5,5,12,1,0,37,1,0,9,2,0,38,2,0,11,1,0,17,4,4,4,5,0,6,1,0,11,1,0,38
2147,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,211,5,5,7,1,0,38,1,0,16,3,0,53,3,0,17,1,0,6,3,3,10,1,0,6,1,0,14,1,0,44
2168,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,185,5,5,7,1,0,48,6,0,6,2,0,35,2,0,13,5,0,5,4,4,12,5,0,6,1,0,14,1,0,39
2173,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,201,5,5,11,1,0,36,1,0,8,3,0,69,2,0,15,1,0,6,2,2,2,1,0,9,1,0,9,1,0,36
221,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,175,5,5,10,1,0,42,5,0,6,2,0,40,1,0,7,4,0,5,2,0,4,4,0,7,1,0,12,1,0,42
2566,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,201,5,5,8,1,0,33,6,0,17,2,0,55,1,0,6,6,0,16,3,0,6,4,0,7,1,0,12,1,0,41
2589,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,3,71,5,5,9,1,0,50,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,223,5,5,10,1,0,57,7,0,7,2,0,51,2,0,11,5,0,5,3,3,9,5,0,14,1,0,18,1,0,41
2793,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,233,5,5,10,1,0,44,1,0,20,3,0,65,2,0,14,8,0,9,2,2,6,5,0,8,1,0,12,1,0,45
2795,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,234,5,5,10,1,0,55,1,0,13,2,0,41,4,0,26,1,0,6,2,2,6,1,0,11,1,0,5,1,0,61
2860,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,195,6,6,13,1,0,29,1,0,18,2,0,50,1,0,5,3,3,12,3,3,11,5,0,10,1,0,10,1,0,37
2927,Adem,Şeker,male,turkish,40,openai,gpt-4o-mini,10,205,5,5,9,1,0,44,1,0,16,3,0,59,1,0,8,1,0,6,4,4,4,1,0,11,1,0,19,1,0,29
